,university,course,type,review,votes,students,difficulty
538,University of Virginia,Agile Analytics,COURSE,4.8,271.0,15000.0,Beginner
539,The University of Edinburgh,Data Science in Stratified Healthcare and Precision Medicine,COURSE,4.6,222.0,14000.0,Intermediate
540,Coursera Project Network,Data Analysis Using Pyspark,GUIDED PROJECT,4.4,142.0,5200.0,Intermediate
541,Google Cloud,Machine Learning with TensorFlow  Google Cloud Platform 日本語版,SPECIALIZATION,4.4,143.0,2600.0,Intermediate
542,IBM,Applied AI with DeepLearning,COURSE,4.4,1007.0,46000.0,Advanced
543,IBM,Introduction to Relational Databases (RDBMS),COURSE,4.6,9.0,,Beginner
544,Yonsei University,Wireless Communications for Everybody,COURSE,4.7,1918.0,40000.0,Beginner
545,Coursera Project Network,Introduction to Docker : The Basics,GUIDED PROJECT,4.4,112.0,3800.0,Beginner
546,Universidad Nacional Autónoma de México,Seguridad hídrica,COURSE,4.9,304.0,8400.0,Beginner
547,Moscow Institute of Physics and Technology,Обучение на размеченных данных,COURSE,4.8,2532.0,33000.0,Intermediate
548,University of Illinois at Urbana-Champaign,Data Analytics Foundations for Accountancy I,COURSE,4.3,28.0,6900.0,Mixed
549,Tsinghua University,Data Structures and Algorithms,SPECIALIZATION,2.5,26.0,12000.0,Intermediate
550,University of California San Diego,Number Theory and Cryptography,COURSE,4.5,491.0,28000.0,Beginner
551,IBM,Deep Learning and Reinforcement Learning,COURSE,4.7,38.0,3400.0,Intermediate
552,Google Cloud,Introduction to TensorFlow,COURSE,4.4,2563.0,36000.0,Intermediate
553,"University of California, Davis","GIS Data Formats, Design and Quality",COURSE,4.9,1822.0,31000.0,Intermediate
554,Johns Hopkins University,Algorithms for DNA Sequencing,COURSE,4.8,717.0,29000.0,Mixed
555,DeepLearning.AI,Data Pipelines with TensorFlow Data Services,COURSE,4.3,383.0,14000.0,Intermediate
556,HSE University,"Дискретная математика: подсчеты, графы, случайные блуждания",COURSE,4.9,17.0,,Beginner
557,Coursera Project Network,Getting Started with Tensorflow 2,GUIDED PROJECT,2.7,10.0,,Beginner
558,Google Cloud,Hybrid Cloud Infrastructure Foundations with Anthos,COURSE,4.7,260.0,6600.0,Intermediate
559,University of California San Diego,Delivery Problem,COURSE,4.7,334.0,17000.0,Beginner
560,Johns Hopkins University,The R Programming Environment,COURSE,4.4,1099.0,46000.0,Intermediate
561,Coursera Project Network,Perform Real-Time Object Detection with YOLOv3,GUIDED PROJECT,3.7,265.0,7900.0,Intermediate
562,DeepLearning.AI,Advanced Deployment Scenarios with TensorFlow,COURSE,4.7,360.0,14000.0,Intermediate
563,Coursera Project Network,Machine Learning with Docker,GUIDED PROJECT,3.9,15.0,,Beginner
564,University of Michigan,Django Features and Libraries,COURSE,4.8,213.0,15000.0,Intermediate
565,University of Illinois at Urbana-Champaign,Getting Started with CyberGIS,COURSE,,,,Beginner
566,University of Alberta,Agile Planning for Software Products,COURSE,4.8,1837.0,53000.0,Mixed
567,Intel,Introduction to Intel® Distribution of OpenVINO™ toolkit for Computer Vision Applications,COURSE,4.6,545.0,18000.0,Beginner
568,Coursera Project Network,Classification of COVID19 using Chext X-ray Images in Keras,GUIDED PROJECT,4.7,15.0,,Intermediate
569,University of Michigan,User Experience & Interaction Design for AR/VR/MR/XR,COURSE,4.8,26.0,,Intermediate
570,IBM,Building Deep Learning Models with TensorFlow,COURSE,4.3,551.0,11000.0,Intermediate
571,University of Toronto,Bioinformatic Methods I,COURSE,4.7,1412.0,90000.0,Beginner
572,Coursera Project Network,Deep Learning with PyTorch: Build a Neural Network,GUIDED PROJECT,4.3,22.0,,Intermediate
573,Coursera Project Network,Unsupervised Machine Learning for Customer Market Segmentation,GUIDED PROJECT,4.8,273.0,9100.0,Beginner
574,Coursera Project Network,Named Entity Recognition using LSTMs with Keras,GUIDED PROJECT,4.3,155.0,4300.0,Intermediate
575,Coursera Project Network,TensorFlow Serving with Docker for Model Deployment,GUIDED PROJECT,4.8,38.0,3900.0,Intermediate
576,IBM,Specialized Models: Time Series and Survival Analysis,COURSE,4.4,35.0,3200.0,Intermediate
577,IBM,Building AI Applications with Watson APIs,COURSE,4.3,548.0,10000.0,Intermediate
578,Google Cloud,Feature Engineering,COURSE,4.5,1633.0,24000.0,Intermediate
579,Coursera Project Network,Predicting the Weather with Artificial Neural Networks,GUIDED PROJECT,,,,Intermediate
580,Coursera Project Network,Deploy Machine Learning Model into AWS Cloud Servers,GUIDED PROJECT,4.5,22.0,,Intermediate
581,Coursera Project Network,Data Analytics en Power BI,GUIDED PROJECT,4.4,92.0,3300.0,Intermediate
582,Coursera Project Network,Introduction to Bash Shell Scripting,GUIDED PROJECT,4.5,477.0,9100.0,Beginner
583,Codio,Programming in Java: A Hands-on Introduction,SPECIALIZATION,4.4,6.0,,Beginner
584,The Linux Foundation,Linux for Developers,COURSE,4.5,1099.0,28000.0,Beginner
585,Google Cloud,"Data Engineer, Big Data and ML on Google Cloud en Français",SPECIALIZATION,4.4,28.0,1800.0,Intermediate
586,Technische Universität München (TUM),The Economics of Agro-Food Value Chains,COURSE,4.5,279.0,13000.0,Intermediate
587,Vanderbilt University,"Android App Components - Intents, Activities, and Broadcast Receivers",COURSE,4.2,686.0,39000.0,Mixed
588,Coursera Project Network,Using TensorFlow with Amazon Sagemaker,GUIDED PROJECT,4.6,89.0,5800.0,Advanced
589,Google Cloud,"Logging, Monitoring and Observability in Google Cloud",COURSE,4.7,95.0,6500.0,Beginner
590,ESSEC Business School,Foundations of strategic business analytics,COURSE,4.4,599.0,54000.0,Mixed
591,Coursera Project Network,Image Classification with CNNs using Keras,GUIDED PROJECT,4.4,534.0,12000.0,Intermediate
592,Coursera Project Network,Cleaning and Exploring Big Data using PySpark,GUIDED PROJECT,4.4,28.0,2100.0,Intermediate
593,Coursera Project Network,Predicting House Prices with Regression using TensorFlow,GUIDED PROJECT,4.5,467.0,11000.0,Beginner
594,University of Michigan,"Using JavaScript, JQuery, and JSON in Django",COURSE,4.8,166.0,16000.0,Intermediate
595,West Virginia University,Account Management & Sales Force Design,COURSE,4.5,178.0,11000.0,Mixed
596,Google Cloud,Applying Machine Learning to your Data with GCP,COURSE,4.7,807.0,13000.0,Intermediate
597,Coursera Project Network,Compare time series predictions of COVID-19 deaths,GUIDED PROJECT,4.5,19.0,,Intermediate
598,Moscow Institute of Physics and Technology,Основы HTML и CSS,COURSE,4.6,413.0,24000.0,Beginner
599,IBM,AI Capstone Project with Deep Learning,COURSE,4.5,329.0,7900.0,Advanced
600,Coursera Project Network,Bank Loan Approval Prediction With Artificial Neural Nets,GUIDED PROJECT,4.4,8.0,,Beginner
601,Google Cloud,Art and Science of Machine Learning,COURSE,4.6,1349.0,21000.0,Intermediate
602,Coursera Project Network,Building Machine Learning Pipelines in PySpark MLlib,GUIDED PROJECT,4.4,39.0,2000.0,Intermediate
603,University of California San Diego,Big Data Integration and Processing,COURSE,4.4,2255.0,63000.0,Beginner
604,Coursera Project Network,Inteligencia Artificial en Power BI,GUIDED PROJECT,4.8,39.0,1700.0,Intermediate
605,Coursera Project Network,Text Classification Using Word2Vec and LSTM on Keras,GUIDED PROJECT,4.4,10.0,,Intermediate
606,HSE University,Обработка больших данных,COURSE,,,,Intermediate
607,Coursera Project Network,Natural Language Processing for Stocks News Analysis,GUIDED PROJECT,,,,Beginner
608,Coursera Project Network,Getting Started with Rstudio,GUIDED PROJECT,4.7,24.0,,Beginner
609,Coursera Project Network,Learn Object Oriented Programming With C++,GUIDED PROJECT,4.0,71.0,3100.0,Intermediate
610,DeepLearning.AI,Neuronale Netze und Deep Learning,COURSE,,,,Intermediate
611,Coursera Project Network,Classify Radio Signals from Space using Keras,GUIDED PROJECT,4.5,239.0,6400.0,Intermediate
612,Coursera Project Network,Predict Sales Revenue with scikit-learn,GUIDED PROJECT,4.5,216.0,5300.0,Beginner
613,Coursera Project Network,Deploy Models with TensorFlow Serving and Flask,GUIDED PROJECT,4.5,182.0,7300.0,Intermediate
614,Coursera Project Network,Image Classification with Amazon Sagemaker,GUIDED PROJECT,4.6,89.0,4700.0,Advanced
615,HSE University,Линейная алгебра: от идеи к формуле,COURSE,,,,Beginner
616,Coursera Project Network,Principal Component Analysis with NumPy,GUIDED PROJECT,4.6,277.0,8200.0,Intermediate
617,Coursera Project Network,Getting Started With Game Development Using PyGame,GUIDED PROJECT,4.2,40.0,,Beginner
618,Coursera Project Network,Deep Learning with PyTorch : Build an AutoEncoder,GUIDED PROJECT,,,,Beginner
619,University of Michigan,البرمجة للجميع - بدء استخدام بايثون,COURSE,4.7,33.0,4800.0,Mixed
620,Google Cloud,Image Understanding with TensorFlow on GCP,COURSE,4.6,489.0,13000.0,Advanced
621,LearnQuest,Test-Driven Development Overview,COURSE,4.3,12.0,,Intermediate
622,Google Cloud,Architecting with Google Compute Engine en Français,SPECIALIZATION,4.6,51.0,2300.0,Intermediate
623,Coursera Project Network,Introduction to API Testing using JMeter Tool,GUIDED PROJECT,4.4,40.0,,Beginner
624,"University of California, Irvine",Interfacing with the Raspberry Pi,COURSE,4.7,1519.0,71000.0,Mixed
625,Coursera Project Network,Introduction to Docker: Build Your Own Portfolio Site,GUIDED PROJECT,4.6,195.0,6600.0,Beginner
626,Coursera Project Network,Getting Started with PyTorch,GUIDED PROJECT,2.6,10.0,,Beginner
627,Coursera Project Network,Perform Sentiment Analysis with scikit-learn,GUIDED PROJECT,4.5,402.0,9300.0,Intermediate
628,Coursera Project Network,Classification with Transfer Learning in Keras,GUIDED PROJECT,4.5,149.0,5300.0,Intermediate
629,IBM,AI Workflow: Business Priorities and Data Ingestion,COURSE,4.3,134.0,3900.0,Intermediate
630,Coursera Project Network,Image Colorization using TensorFlow 2 and Keras,GUIDED PROJECT,,,,Beginner
631,Coursera Project Network,Neural Network from Scratch in TensorFlow,GUIDED PROJECT,4.5,259.0,9300.0,Intermediate
632,Coursera Project Network,Build local development environments using Docker containers,GUIDED PROJECT,4.7,79.0,2500.0,Intermediate
633,IBM,بايثون لعلوم البيانات والذكاء الصناعي,COURSE,,,,Beginner
634,University of Toronto,GIS Data Acquisition and Map Design,COURSE,4.9,475.0,17000.0,Beginner
635,LearnQuest,A Practical Introduction to Test-Driven Development,COURSE,4.0,8.0,,Intermediate
636,"University of California, Irvine","Intro to Analytic Thinking, Data Science, and Data Mining",COURSE,4.1,41.0,2200.0,Intermediate
637,IBM,Full Stack Cloud Development Capstone Project,COURSE,,,,Intermediate
638,Coursera Project Network,Image Compression with K-Means Clustering,GUIDED PROJECT,4.6,275.0,7700.0,Beginner
639,Saint Petersburg State University,Введение в физиологию (Introduction to physiology),COURSE,4.8,32.0,10000.0,Intermediate
640,Coursera Project Network,Simple Nearest Neighbors Regression and Classification,GUIDED PROJECT,4.7,7.0,,Intermediate
641,Coursera Project Network,Generating New Recipes using GPT-2,GUIDED PROJECT,4.3,30.0,2500.0,Intermediate
642,University of Pennsylvania,Inheritance and Data Structures in Java,COURSE,4.2,12.0,,Beginner
643,Universidade de São Paulo,Laboratório de Programação Orientada a Objetos - Parte 1,COURSE,4.8,13.0,,Intermediate
644,IBM,AI Workflow: Feature Engineering and Bias Detection,COURSE,4.4,59.0,2400.0,Advanced
645,University of California San Diego,Basic Data Processing and Visualization,COURSE,4.3,162.0,16000.0,Intermediate
646,HSE University,Математическая статистика и А/В тестирование,COURSE,,,,Intermediate
647,Coursera Project Network,Using Covid-19 Data to Make Supply Chain Logistics Decisions in Spreadsheets,GUIDED PROJECT,4.4,170.0,4200.0,Beginner
648,Coursera Project Network,Transfer Learning for Food Classification,GUIDED PROJECT,4.7,61.0,3700.0,Beginner
649,Coursera Project Network,English/French Translator: Long Short Term Memory Networks,GUIDED PROJECT,4.7,42.0,2600.0,Beginner
650,Coursera Project Network,Understanding Deepfakes with Keras,GUIDED PROJECT,4.4,147.0,6600.0,Advanced
651,Coursera Project Network,TensorFlow for CNNs: Learn and Practice CNNs,GUIDED PROJECT,4.4,29.0,,Intermediate
652,Coursera Project Network,Medical Diagnosis using Support Vector Machines,GUIDED PROJECT,4.5,52.0,1900.0,Intermediate
653,Coursera Project Network,Basic Sentiment Analysis with TensorFlow,GUIDED PROJECT,4.5,193.0,6900.0,Intermediate
654,Coursera Project Network,Covid-19 Cases Forecasting Using Fbprophet,GUIDED PROJECT,,,,Intermediate
655,Coursera Project Network,Avoid Overfitting Using Regularization in TensorFlow,GUIDED PROJECT,4.8,71.0,4300.0,Intermediate
656,Coursera Project Network,TensorFlow for AI: Computer Vision Basics,GUIDED PROJECT,4.0,38.0,3700.0,Intermediate
657,Coursera Project Network,Ansible Basics & Installing WordPress on LAMP with Playbooks,GUIDED PROJECT,4.6,29.0,,Beginner
658,Coursera Project Network,TensorFlow for AI: Get to Know Tensorflow,GUIDED PROJECT,4.3,46.0,3600.0,Intermediate
659,Coursera Project Network,Simple Recurrent Neural Network with Keras,GUIDED PROJECT,4.5,112.0,5300.0,Intermediate
660,Coursera Project Network,Facial Expression Classification Using Residual Neural Nets,GUIDED PROJECT,4.6,56.0,3600.0,Beginner
661,Coursera Project Network,Pneumonia Classification using PyTorch,GUIDED PROJECT,,,,Intermediate
662,Coursera Project Network,Convolutions for Text Classification with Keras,GUIDED PROJECT,4.7,115.0,3900.0,Intermediate
663,Coursera Project Network,Logistic Regression 101: US Household Income Classification,GUIDED PROJECT,,,,Beginner
664,Coursera Project Network,Build Multilayer Perceptron Models with Keras,GUIDED PROJECT,4.5,93.0,3600.0,Intermediate
665,Coursera Project Network,Selenium Grid - Running Selenium tests in parallel,GUIDED PROJECT,4.7,18.0,,Beginner
666,Coursera Project Network,Building Similarity Based Recommendation System,GUIDED PROJECT,4.4,25.0,,Intermediate
667,University of Illinois at Urbana-Champaign,Data Analytics in Accounting Capstone,COURSE,,,1600.0,Intermediate
668,Coursera Project Network,Regression with Automatic Differentiation in TensorFlow,GUIDED PROJECT,4.7,59.0,4300.0,Beginner
669,Coursera Project Network,Serve Scikit-Learn Models for Deployment with BentoML,GUIDED PROJECT,,,,Intermediate
670,Universidad Austral,"Desarrollo del lado servidor: NodeJS, Express y MongoDB",COURSE,4.1,92.0,10000.0,Beginner
671,HSE University,Статистические методы анализа данных,COURSE,,,,Intermediate
672,IBM,AI Workflow: Data Analysis and Hypothesis Testing,COURSE,4.2,88.0,2500.0,Advanced
673,"University of California, Irvine","Predictive Modeling, Model Fitting, and Regression Analysis",COURSE,4.3,19.0,,Intermediate
674,Codio,Java Basics: Selection and Iteration,COURSE,4.7,6.0,,Beginner
675,University of California San Diego,Deploying Machine Learning Models,COURSE,3.5,46.0,8200.0,Mixed
676,LearnQuest,Integrating Test-Driven Development into Your Workflow,COURSE,,,,Intermediate
677,Coursera Project Network,Creating Database Tables with SQL,GUIDED PROJECT,4.6,282.0,6600.0,Intermediate
678,Coursera Project Network,Build NLP pipelines using scikit-learn,GUIDED PROJECT,4.1,17.0,,Advanced
679,Coursera Project Network,Deep Learning with PyTorch : Convolutional Neural Network,GUIDED PROJECT,,,,Intermediate
680,Coursera Project Network,Hierarchical Clustering: Customer Segmentation,GUIDED PROJECT,4.2,90.0,3100.0,Intermediate
681,Coursera Project Network,TensorFlow for CNNs: Transfer Learning,GUIDED PROJECT,4.5,8.0,,Intermediate
682,Coursera Project Network,The Pytorch basics you need to start your ML projects,GUIDED PROJECT,,,,Intermediate
683,Coursera Project Network,Predicting Salaries with Decision Trees,GUIDED PROJECT,,,,Intermediate
684,Coursera Project Network,Image Data Augmentation with Keras,GUIDED PROJECT,4.6,435.0,9000.0,Intermediate
685,Coursera Project Network,Starting GUI Programming with JavaFX,GUIDED PROJECT,4.6,37.0,,Intermediate
686,Coursera Project Network,Analizando sentimientos y entidades en textos con Azure,GUIDED PROJECT,4.8,6.0,,Beginner
687,Coursera Project Network,Apply advanced testing for your Django web application,GUIDED PROJECT,,,,Advanced
688,Coursera Project Network,Image Noise Reduction with Auto-encoders using TensorFlow,GUIDED PROJECT,4.7,104.0,4500.0,Intermediate
689,Coursera Project Network,TensorFlow for CNNs: Object Recognition,GUIDED PROJECT,4.4,25.0,,Intermediate
690,Coursera Project Network,"Machine Learning:  Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",GUIDED PROJECT,4.4,66.0,4600.0,Intermediate
691,Coursera Project Network,TensorFlow for CNNs: Multi-Class Classification,GUIDED PROJECT,4.4,17.0,,Intermediate
692,Coursera Project Network,Hyperparameter Tuning with Neural Network Intelligence,GUIDED PROJECT,4.7,30.0,2700.0,Intermediate
693,Coursera Project Network,Evaluate Machine Learning Models with Yellowbrick,GUIDED PROJECT,4.8,48.0,2800.0,Intermediate
694,Tsinghua University,Data Structures and Algorithms (IV),COURSE,2.7,7.0,2500.0,Intermediate
695,Coursera Project Network,Support Vector Machines with scikit-learn,GUIDED PROJECT,4.3,301.0,7400.0,Beginner
696,IBM,Ciencia de Datos Aplicada - Curso Capstone,COURSE,,,,Intermediate
697,Coursera Project Network,Object Localization with TensorFlow,GUIDED PROJECT,4.3,26.0,,Intermediate
698,Coursera Project Network,Fine Tune BERT for Text Classification with TensorFlow,GUIDED PROJECT,4.6,61.0,3000.0,Intermediate
699,Wesleyan University,Data Management and Visualization,COURSE,4.4,876.0,73000.0,Mixed
700,Coursera Project Network,Utilize LinkedIn for Career Search,GUIDED PROJECT,4.6,59.0,2200.0,Intermediate
701,Coursera Project Network,Transfer Learning for NLP with TensorFlow Hub,GUIDED PROJECT,4.8,82.0,2600.0,Intermediate
702,Coursera Project Network,Portfolio Diversification using Correlation Matrix,GUIDED PROJECT,4.6,198.0,4900.0,Intermediate
703,Coursera Community Project Network,Brain Tumor Classification Using Keras,GUIDED PROJECT,4.7,19.0,,Intermediate
704,Coursera Project Network,Tweet Emotion Recognition with TensorFlow,GUIDED PROJECT,4.8,34.0,2200.0,Intermediate
705,Coursera Community Project Network,Regression using Scikit-Learn,GUIDED PROJECT,,,,Intermediate
706,University of Washington,Data Manipulation at Scale: Systems and Algorithms,COURSE,4.3,748.0,57000.0,Mixed
707,Coursera Project Network,Semantic Segmentation with Amazon Sagemaker,GUIDED PROJECT,4.7,50.0,3600.0,Advanced
708,Coursera Project Network,Creating Multi Task Models With Keras,GUIDED PROJECT,4.6,14.0,,Intermediate
709,Coursera Project Network,Optimize TensorFlow Models For Deployment with TensorRT,GUIDED PROJECT,4.6,33.0,1800.0,Intermediate
710,Coursera Community Project Network,Exploratory Time Series Analysis,GUIDED PROJECT,4.8,10.0,,Beginner
711,Coursera Project Network,Create Your First NoSQL Database with MongoDB and Compass,GUIDED PROJECT,4.5,26.0,2500.0,Intermediate
712,DeepLearning.AI,الشبكات العصبية والتعلم العميق,COURSE,4.6,9.0,3200.0,Intermediate
713,"University of California, Irvine",Natural Language Processing and Capstone Assignment,COURSE,4.4,13.0,,Intermediate
714,Coursera Project Network,Hyperparameter Tuning with Keras Tuner,GUIDED PROJECT,4.3,8.0,,Intermediate
715,Universitat Autònoma de Barcelona,Clasificación de imágenes: ¿cómo reconocer el contenido de una imagen?,COURSE,4.3,74.0,14000.0,Mixed
716,"University of California, Irvine","Cluster Analysis, Association Mining, and Model Evaluation",COURSE,4.6,21.0,,Intermediate
717,Pontificia Universidad Católica de Chile,"Equilibrio, ¿por qué se caen las cosas?",COURSE,4.5,24.0,6800.0,Beginner
718,IBM,AI Workflow: Enterprise Model Deployment,COURSE,4.2,42.0,1800.0,Advanced
719,DeepLearning.AI,Réseaux neuronaux et Deep Learning,COURSE,,,,Intermediate
720,Universidad Austral,Introducción al procesamiento de lenguaje natural,COURSE,,,,Beginner
721,University of Illinois at Urbana-Champaign,Cloud Computing Project,COURSE,4.1,32.0,5400.0,Mixed
722,Coursera Project Network,Building Candlestick Charts with Tableau,GUIDED PROJECT,4.4,95.0,3800.0,Beginner
723,LearnQuest,Writing Java Application Code,COURSE,4.3,12.0,,Intermediate
724,Google Cloud,Intro to TensorFlow en Español,COURSE,4.4,115.0,3500.0,Intermediate
725,Coursera Project Network,Statistical Data Visualization with Seaborn,GUIDED PROJECT,4.6,151.0,6500.0,Intermediate
726,Wesleyan University,Data Analysis and Interpretation Capstone,COURSE,4.7,38.0,3300.0,Mixed
727,Johns Hopkins University,Data Literacy Capstone – Evaluating Research,COURSE,,,,Intermediate
728,Coursera Project Network,Analyze Text Data with Yellowbrick,GUIDED PROJECT,4.4,79.0,4700.0,Intermediate
729,Coursera Project Network,"Save, Load and Export Models with Keras",GUIDED PROJECT,4.6,91.0,3600.0,Intermediate
730,Coursera Project Network,TensorFlow for NLP: Text Embedding and Classification,GUIDED PROJECT,3.8,11.0,,Intermediate
731,Coursera Project Network,TensorFlow for CNNs: Data Augmentation,GUIDED PROJECT,4.4,11.0,,Intermediate
732,Coursera Project Network,Fashion Image Classification using CNNs in Pytorch,GUIDED PROJECT,,,,Intermediate
733,Coursera Project Network,Recognizing Shapes in Images with OpenCV,GUIDED PROJECT,,,,Intermediate
734,Coursera Project Network,Visual Machine Learning with Yellowbrick,GUIDED PROJECT,4.7,70.0,3500.0,Intermediate
735,Coursera Project Network,Creating Custom Callbacks in Keras,GUIDED PROJECT,4.7,66.0,3200.0,Intermediate
736,Coursera Project Network,Mining Quality Prediction Using Machine & Deep Learning,GUIDED PROJECT,4.8,33.0,3100.0,Beginner
737,Coursera Project Network,Plots (Graphics) for Data Science,GUIDED PROJECT,4.1,64.0,2500.0,Beginner
738,Coursera Project Network,Malaria parasite detection using ensemble learning in Keras,GUIDED PROJECT,,,,Intermediate
739,Coursera Project Network,Test your Django views and forms using Selenium,GUIDED PROJECT,,,,Intermediate
740,Rice University,The Fundamentals of Computing Capstone Exam,COURSE,4.8,107.0,2900.0,Intermediate
741,Coursera Project Network,TensorFlow for AI: Neural Network Representation,GUIDED PROJECT,4.3,14.0,,Intermediate
742,Coursera Project Network,Use Commands and Create a Remote Git Repository,GUIDED PROJECT,4.4,23.0,,Intermediate
743,Coursera Project Network,TensorFlow for AI: Applying Image Convolution,GUIDED PROJECT,4.6,12.0,,Intermediate
744,Coursera Project Network,Getting Started with Blazor WASM,GUIDED PROJECT,4.6,14.0,,Intermediate
745,IBM,Trabalho de conclusão de Ciência de Dados Aplicada,COURSE,,,,Intermediate
746,Coursera Project Network,Visualización de datos con Seaborn,GUIDED PROJECT,,,,Beginner
747,IBM,مؤثرات عرض البيانات باستخدام لغة بايثون,COURSE,,,,Intermediate
748,Coursera Project Network,Perform Feature Analysis with Yellowbrick,GUIDED PROJECT,4.8,52.0,2600.0,Intermediate
749,Google Cloud,Intro to TensorFlow 日本語版,COURSE,3.8,10.0,,Intermediate
750,Coursera Project Network,Developing a Connect Four Game using Java OOP,GUIDED PROJECT,,,,Intermediate
751,Coursera Project Network,Predict Career Longevity for NBA Rookies using Scikit-learn,GUIDED PROJECT,,,,Beginner
752,IBM,Заключительный курс по теме «Прикладная наука о данных»,COURSE,,,,Intermediate
753,Coursera Project Network,Build a simple API-driven e-commerce application,GUIDED PROJECT,,,,Intermediate
754,Coursera Project Network,Preparing Data for Machine Learning Models,GUIDED PROJECT,,,,Intermediate
755,University of Washington,Data Science at Scale - Capstone Project,COURSE,4.1,22.0,2200.0,Mixed
756,Coursera Project Network,JavaScript Numbers: Properties and Methods,GUIDED PROJECT,4.9,15.0,,Beginner
757,IBM,كابستون علوم البيانات التطبيقية,COURSE,,,,Intermediate
758,Coursera Project Network,Hospedando Website Estático (HTML/CSS/Javascript) no AWS S3,GUIDED PROJECT,,,,Beginner
759,Coursera Project Network,نهج هندسي لتحليل الجينوم: الانحراف ومنحنى زد,GUIDED PROJECT,,,,Intermediate
760,Coursera Project Network,Introdução a Machine Learning em uma Competição do Kaggle,GUIDED PROJECT,,,,Beginner
761,Coursera Project Network,How to Make Image Editing Selections in GIMP,GUIDED PROJECT,4.8,24.0,,Intermediate
762,Coursera Project Network,Predict Gas Guzzlers using a Neural Net Model on the MPG Data Set,GUIDED PROJECT,4.7,29.0,,Intermediate
763,Google Cloud,Reliable Cloud Infrastructure: Design and Process en Français,COURSE,4.2,6.0,,Intermediate
764,Coursera Project Network,Hierarchical Clustering using Euclidean Distance,GUIDED PROJECT,,,,Intermediate
765,University of Colorado Boulder,"Dynamic Programming, Greedy Algorithms",COURSE,,,,Advanced
766,Coursera Project Network,و تحميل البيانات و إخراجهاPandas شرح أساسيات استخدام,GUIDED PROJECT,,,,Beginner
767,Microsoft,Process Data with Microsoft Azure Synapse Link for Cosmo DB,GUIDED PROJECT,,,,Intermediate
768,Wesleyan University,Data Analysis and Interpretation,SPECIALIZATION,4.4,1273.0,130000.0,Beginner
769,LearnQuest,Java as a Second Language,SPECIALIZATION,4.2,57.0,,Intermediate
770,Universidad de los Andes,Principios de ingeniería de software automatizada y ágil Programa de Certificado MasterTrack®,MASTERTRACK™ CERTIFICATE,,,,
771,Universidad de los Andes,Metodologías ágiles de desarrollo de software Programa de Certificado MasterTrack®,MASTERTRACK™ CERTIFICATE,,,,
772,University of Chicago,Machine Learning for Analytics MasterTrack™ Certificate,MASTERTRACK™ CERTIFICATE,,,,
773,IIT Roorkee,Data Science and Machine Learning Certificate,MASTERTRACK™ CERTIFICATE,,,,
774,Tufts University,Data Analytics for Managers MasterTrack® Certificate,MASTERTRACK™ CERTIFICATE,,,,
775,IIT Roorkee,Advanced Machine Learning and AI Certificate,MASTERTRACK™ CERTIFICATE,,,,
776,Imperial College London,Master of Machine Learning and Data Science,DEGREE,,,,
777,Universidad de los Andes,Maestría en Ingeniería de Software,DEGREE,,,,
778,Universidad de los Andes,Maestría en Inteligencia Analítica de Datos,DEGREE,,,,
779,University of Colorado Boulder,Master of Science in Data Science,DEGREE,,,,
780,HSE University,Master of Data Science,DEGREE,,,,
781,Google Cloud,Developing Applications with Google Cloud Platform,SPECIALIZATION,4.7,40988.0,510000.0,Intermediate
782,École Polytechnique Fédérale de Lausanne,Digital Signal Processing,SPECIALIZATION,4.5,414.0,27000.0,Intermediate
783,DeepLearning.AI,AI for Medical Diagnosis,COURSE,4.7,1520.0,43000.0,Intermediate
784,University of Toronto,Introduction to Self-Driving Cars,COURSE,4.7,2191.0,100000.0,Advanced
785,University of Illinois at Urbana-Champaign,VLSI CAD Part I: Logic,COURSE,4.7,442.0,34000.0,Intermediate
786,DeepLearning.AI,Natural Language Processing with Attention Models,COURSE,4.4,581.0,28000.0,Intermediate
787,Moscow Institute of Physics and Technology,Разработка веб-сервисов на Go - основы языка,COURSE,4.7,510.0,31000.0,Intermediate
788,University of Illinois at Urbana-Champaign,VLSI CAD Part II: Layout,COURSE,4.8,252.0,15000.0,Intermediate
789,École Polytechnique Fédérale de Lausanne,Functional Programming Principles in Scala,COURSE,4.8,7768.0,190000.0,Intermediate
790,"University of California, Irvine",Getting Started with Go,COURSE,4.6,1597.0,38000.0,Intermediate
791,Codio,Programming in C++: A Hands-on Introduction,SPECIALIZATION,4.4,40.0,1700.0,Beginner
792,IBM,Applied Data Science Capstone,COURSE,4.7,5361.0,77000.0,Intermediate
793,Google,Troubleshooting and Debugging Techniques,COURSE,4.7,1902.0,58000.0,Beginner
794,University of Michigan,Sports Performance Analytics,SPECIALIZATION,,,,Intermediate
795,HSE University,Введение в машинное обучение,COURSE,4.7,2375.0,110000.0,Mixed
796,University of Alberta,Prediction and Control with Function Approximation,COURSE,4.8,626.0,14000.0,Intermediate
797,IBM,Scalable Machine Learning on Big Data using Apache Spark,COURSE,3.8,1193.0,18000.0,Intermediate
798,University of Toronto,Visual Perception for Self-Driving Cars,COURSE,4.7,445.0,28000.0,Advanced
799,École Polytechnique Fédérale de Lausanne,Digital Signal Processing 1: Basic Concepts and Algorithms,COURSE,4.6,337.0,24000.0,Intermediate
800,Coursera Project Network,XG-Boost 101: Used Cars Price Prediction,GUIDED PROJECT,4.6,10.0,,Intermediate
